0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.001,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.002,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.003,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.004,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.005,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.006,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.007,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.008,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.009,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.01,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.011,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.012,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.013,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.014,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.015,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.016,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.017,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.018,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.019,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.02,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.021,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.476953125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.022,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.023,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.024,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.025,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.026,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.027,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.028,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.029,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.03,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.031,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.353515625,1.353515625,0.100057422,0.032,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.353515625,1.340625,0.100057422,0.033,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.353515625,1.340625,0.100057422,0.034,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.035,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.036,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.451171875,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.037,1
0.399609375,0.3609375,0.3609375,0.3609375,0.3609375,0.43828125,0.3609375,0.3609375,1.340625,1.340625,0.100057422,0.038,1
